date,price,market_cap,total_volume,coin_id
2025-03-09,0.57318114349775,643130651.7327669,381781.8850497683,ripple
2025-03-10,0.5784202562106515,659533331.2300371,580717.4637696102,ripple
2025-03-11,0.5920064251375897,603975682.2286091,750168.7182138298,ripple
2025-03-12,0.537965099020442,608091695.8201611,477980.0585424671,ripple
2025-03-13,0.5892093609685649,542898426.5190625,1248875.998165942,ripple
2025-03-14,0.5683838775338084,545302663.5960497,1072677.6753723288,ripple
2025-03-15,0.5684488134112864,526818581.3929276,586580.0204170784,ripple
2025-03-16,0.5694544048904107,562025834.6966538,901034.4201799679,ripple
2025-03-17,0.6207384776536323,567498884.6160576,1028412.9281818327,ripple
2025-03-18,0.6184010416981461,732585440.3981196,1242746.955684128,ripple
2025-03-19,0.6627297773572882,613116402.1520786,1184594.4654460254,ripple
2025-03-20,0.6749920915504073,566465388.3781646,827312.4204847584,ripple
2025-03-21,0.6459101795950193,652838771.81096,1080286.3042981923,ripple
2025-03-22,0.6499547632521165,534808537.80679274,873091.1349818953,ripple
2025-03-23,0.6466186153373182,545886599.9232376,863886.2927944016,ripple
2025-03-24,0.6152038320459285,546150742.8142414,436873.4093797371,ripple
2025-03-25,0.625230131648861,616314412.465086,447984.2165657482,ripple
2025-03-26,0.62597704640912,609263692.7116172,841295.2746468959,ripple
2025-03-27,0.6417760665267406,718710092.273231,587140.0063545315,ripple
2025-03-28,0.6474884351254637,709511262.6837183,345510.9798989569,ripple
2025-03-29,0.6286467609972906,610118854.6662904,1029768.223802707,ripple
2025-03-30,0.6505079707522741,607237275.3624266,356674.4317729109,ripple
2025-03-31,0.6323601497261211,585937018.850006,905394.9200764531,ripple
2025-04-01,0.544281756541067,603933967.4994695,850713.9492741316,ripple
2025-04-02,0.547541668254727,449438059.4727544,1269594.3233133594,ripple
2025-04-03,0.5339991462058165,429938016.9212987,797107.8108639506,ripple
2025-04-04,0.5432885273739726,607514878.3593585,387011.4004683525,ripple
2025-04-05,0.5922655687617138,586851402.9124689,862895.7686113002,ripple
2025-04-06,0.6464272399953028,550983845.2612946,1145068.766350699,ripple
2025-04-07,0.6417532274740698,573872661.5028427,1296928.052174404,ripple
2025-04-08,0.6180127330779098,724929913.1261952,744584.5943468456,ripple
2025-04-09,0.634396712711463,725623715.0900328,637291.2739343239,ripple
2025-04-10,0.6239544466241301,676312972.5931357,1208986.964528199,ripple
2025-04-11,0.635079519157514,630564162.2893115,511461.0758492184,ripple
2025-04-12,0.616320073981616,621330417.5007559,925043.1921571036,ripple
2025-04-13,0.6233961425739522,741902386.6041002,720571.563576424,ripple
2025-04-14,0.6007426518540392,712665920.499751,365055.3058316664,ripple
2025-04-15,0.6328772195770377,560797325.7248064,663606.2624480554,ripple
2025-04-16,0.6162015401968333,692882785.3646752,583597.8094401078,ripple
2025-04-17,0.634656538538529,557797769.935491,993938.8750948998,ripple
2025-04-18,0.5986622926760881,530064568.57378083,1250070.7352496204,ripple
2025-04-19,0.6198266950735963,663485560.4302809,586346.0076941719,ripple
2025-04-20,0.5929960814404284,570462490.9289366,1116179.2906728897,ripple
2025-04-21,0.6000841376961717,703669319.0626204,378975.8215149493,ripple
2025-04-22,0.6278344548438746,524620915.2287931,849667.9847888178,ripple
2025-04-23,0.6223099948006361,625179003.389528,393786.3121171472,ripple
2025-04-24,0.5936137183302083,692989767.0852445,1235682.1663523733,ripple
2025-04-25,0.6070036034592001,705122982.706459,1072192.4985434557,ripple
2025-04-26,0.5841534608966772,503897601.41663766,966501.1634244777,ripple
2025-04-27,0.5736439256268074,543042936.3278922,1128298.9720840477,ripple
2025-04-28,0.5806113013064536,608276593.7442771,956331.8006809092,ripple
2025-04-29,0.6162784983458599,532315454.7690604,1269720.787244934,ripple
2025-04-30,0.6171381457907803,732671879.9688926,1021108.9991681523,ripple
2025-05-01,0.6178963542758831,720405193.5395596,1226542.1443426907,ripple
2025-05-02,0.6385267273157841,553462242.4300928,829203.5947103722,ripple
2025-05-03,0.6401018037661557,543102174.7286355,439137.8026573161,ripple
2025-05-04,0.6585360053536495,549326628.719668,839973.2783874416,ripple
2025-05-05,0.6906291053426092,803738589.8953366,448701.00736151595,ripple
2025-05-06,0.6805817144942071,597176101.3703637,902681.142196995,ripple
