date,price,market_cap,total_volume,coin_id
2025-03-09,2755.6233071487864,2422851627288.5254,4975984822.529402,ethereum
2025-03-10,2741.730732271893,2813377918954.3447,2275744160.3008103,ethereum
2025-03-11,2519.0758498071723,2482733129108.7676,5308499901.504449,ethereum
2025-03-12,2593.3506609093915,3082980794330.472,1888738871.1189997,ethereum
2025-03-13,2705.909237274103,2823375217148.3164,4833288775.663004,ethereum
2025-03-14,2522.3410525321674,2370502550200.1997,2998617832.6016364,ethereum
2025-03-15,2481.8329739245582,2098733051587.917,5087492145.869291,ethereum
2025-03-16,2360.2361254578173,2030980191982.7034,5045838098.451291,ethereum
2025-03-17,2343.9278075739066,2086392893111.0781,4784886680.494009,ethereum
2025-03-18,2405.210862813632,2165619786274.8076,4718127832.489657,ethereum
2025-03-19,2500.679348563979,2851390682611.278,2679652384.2117715,ethereum
2025-03-20,2613.395288550506,2677395027130.2964,1739860988.8152592,ethereum
2025-03-21,2750.9167298837997,2776655309654.589,3092516750.8136783,ethereum
2025-03-22,2726.993351902042,2306784261758.695,2128802962.9433367,ethereum
2025-03-23,2602.4288083539113,2977323973555.6367,4318794573.390339,ethereum
2025-03-24,2591.020770168407,2821947365169.9204,2853618851.458699,ethereum
2025-03-25,2657.17134438409,2197659648372.1106,5497562843.611642,ethereum
2025-03-26,2527.261197773847,2737362628479.587,4092082724.8503942,ethereum
2025-03-27,2695.5906382310113,2742535122660.6533,4854418367.264316,ethereum
2025-03-28,2792.9433539289494,2325656387643.5635,1956603625.5157633,ethereum
2025-03-29,2770.4247265913273,2724214753074.525,5020460825.545014,ethereum
2025-03-30,2692.2021245986048,2675721849277.5107,5275580200.156256,ethereum
2025-03-31,2620.684197176118,2270324444820.9077,3445660059.039531,ethereum
2025-04-01,2628.9871760890865,3097681061237.25,3946262338.5541058,ethereum
2025-04-02,2605.389113494722,2970117922633.517,4612201163.792581,ethereum
2025-04-03,2704.967372555824,2887847335639.169,2134322234.4937327,ethereum
2025-04-04,2668.398829024979,2628154636674.9697,3510777521.146458,ethereum
2025-04-05,2722.8877263710124,2626786716825.998,3074384716.643715,ethereum
2025-04-06,2720.281935432028,2884558093600.141,2014770767.0814464,ethereum
2025-04-07,2750.1690590777876,2800147187693.3613,2943644573.6244316,ethereum
2025-04-08,2725.4113292488473,2248216994710.28,1686323699.4190729,ethereum
2025-04-09,2803.109049674985,2817127564840.195,1508410009.1878452,ethereum
2025-04-10,2884.6840169974807,3238235063950.1953,1967698414.4502559,ethereum
2025-04-11,2938.330950190574,2890424258514.408,5445083468.67453,ethereum
2025-04-12,3010.321742386516,2470819799937.855,3708024050.759071,ethereum
2025-04-13,2897.20965218024,3228972837165.92,5456453076.843524,ethereum
2025-04-14,2935.2495238837264,2584620797363.7993,3216491088.9865546,ethereum
2025-04-15,3082.505329518603,2784884304361.6543,2709627758.95809,ethereum
2025-04-16,3143.712118456002,2722085438473.524,3525795823.929025,ethereum
2025-04-17,3014.729696709219,2809987422314.921,3245949092.258222,ethereum
2025-04-18,3009.331339666934,3318391480697.127,1843791673.8993244,ethereum
2025-04-19,3055.070520396043,3078760587549.2505,4091470521.6988664,ethereum
2025-04-20,2963.1251770505933,2613335686337.347,2307360366.5403185,ethereum
2025-04-21,2802.728698875059,3226310780209.031,4002269410.5708847,ethereum
2025-04-22,2767.8517819140225,3188102307357.95,4130844588.0722446,ethereum
2025-04-23,2686.384780250683,3084591276623.8276,2038504383.140322,ethereum
2025-04-24,2685.3866237487114,2404813359737.311,1657668433.8648062,ethereum
2025-04-25,2514.982230939139,2465929357757.637,4679198661.487447,ethereum
2025-04-26,2572.293752908162,3071308097994.662,3331161779.831145,ethereum
2025-04-27,2507.5125889447772,2780342472423.715,1644287941.1229985,ethereum
2025-04-28,2607.888542220503,2114650676390.7288,5578438532.113022,ethereum
2025-04-29,2579.5252674625817,2130898970254.469,1642678356.1847398,ethereum
2025-04-30,2577.4215050494518,2540235887024.8843,4319147961.205923,ethereum
2025-05-01,2560.097636651379,2979155109409.8477,5531451486.106338,ethereum
2025-05-02,2490.1394163281316,2528688565354.06,2404556437.7068877,ethereum
2025-05-03,2736.890265698744,2734495495511.846,1997447348.486224,ethereum
2025-05-04,2683.1523911247887,2259722716995.5957,1909816745.5742013,ethereum
2025-05-05,2793.53959041787,2968728162232.74,2673755619.783901,ethereum
2025-05-06,2671.894468013751,3016144729188.746,1824392406.2447162,ethereum
2025-05-07,2712.200679116797,2582470704378.0884,4307077635.115354,ethereum
2025-05-08,2764.6950155816626,3069488099777.058,1661625552.1462636,ethereum
2025-05-09,2762.5742758617776,3275834778183.672,3539572938.229117,ethereum
2025-05-10,2700.0290727220718,2380093403653.815,5586126786.182503,ethereum
2025-05-11,2672.1300068349287,2697065929860.4727,4818675131.925279,ethereum
2025-05-12,2629.55875364974,2405665455394.355,3983921640.5702457,ethereum
2025-05-13,2882.7354348363565,3220424159235.2617,2686265207.303769,ethereum
2025-05-14,2880.705632848149,2970115091314.3477,4020362512.424881,ethereum
2025-05-15,2941.76377642736,3100127648784.7617,3613574148.4289365,ethereum
2025-05-16,3151.9969353501447,3527606742592.8296,3189550212.3395605,ethereum
2025-05-17,3042.141184503425,2915552180696.2363,1948983582.3088377,ethereum
2025-05-18,3047.332322593853,3553299275491.643,5123737704.009961,ethereum
2025-05-19,3015.1298050637038,3054964333888.2354,3289095525.0495543,ethereum
2025-05-20,3005.3440872511665,2594158706945.341,2217414549.6472135,ethereum
2025-05-21,2984.4254537916677,3218283979646.9937,2944589273.6846166,ethereum
2025-05-22,2897.6530347463586,3237560891574.8477,3139344960.6214933,ethereum
2025-05-23,2920.881813566953,2706794819566.165,4875659161.380873,ethereum
2025-05-24,2797.3129997674732,3196969871307.433,4481180398.357888,ethereum
2025-05-25,2908.5210438202334,3381031525136.983,4631080553.293628,ethereum
2025-05-26,2981.6191356079753,2715544795806.937,1446331310.6003184,ethereum
2025-05-27,2923.362732395819,3488766193855.3477,3147846792.354998,ethereum
2025-05-28,2871.9134986126155,2459175333615.547,3421645436.868359,ethereum
2025-05-29,2904.13758143307,2557982583004.853,1480607562.656838,ethereum
2025-05-30,2811.954990488187,2456776774817.45,2491215476.7291436,ethereum
2025-05-31,3016.3256435953426,3491686149839.115,4593217257.112967,ethereum
2025-06-01,3060.113730882283,3248974834059.2783,1975860764.0617962,ethereum
2025-06-02,3108.8629524044286,2676238910328.2446,3648302552.1008844,ethereum
2025-06-03,3194.2254995717503,3117977316061.7124,2303847862.4723973,ethereum
2025-06-04,3120.8268900276666,3264756960829.6357,1450907253.5043516,ethereum
2025-06-05,3257.3955207921704,2714666631270.31,2413046121.918074,ethereum
2025-06-06,3272.9702188599886,3773625172860.7124,5498669770.622227,ethereum
2025-06-07,3398.0167261103156,3810676682724.9404,4766455869.908556,ethereum
2025-06-08,3371.790408052937,3378812867733.982,5430221906.14834,ethereum
2025-06-09,3550.128209719716,4213471959456.703,3448986984.490722,ethereum
2025-06-10,3607.831088645338,3489149290376.9204,1860892034.4455147,ethereum
2025-06-11,3923.517322583584,4683283411696.05,3701429853.6895103,ethereum
2025-06-12,3866.3090474612554,4126001291710.914,3308384805.1518354,ethereum
2025-06-13,3898.7163565010833,4108734394815.47,4946299747.506387,ethereum
2025-06-14,3738.623172306356,3239075664689.284,1811946839.2938275,ethereum
2025-06-15,3660.2170307027686,4219392424880.6836,3450612775.4914684,ethereum
2025-06-16,3751.5301556728937,3642720306727.668,2030204391.7147338,ethereum
2025-06-17,3921.7482490227394,3391894029242.3647,2763638892.938252,ethereum
2025-06-18,4387.653564880346,3532249823890.653,4496899725.028758,ethereum
2025-06-19,4371.572128928687,4476062641384.14,3399276143.3488193,ethereum
2025-06-20,4209.26205442623,4255394930308.869,2978730797.6122313,ethereum
2025-06-21,4336.9417283482235,4717471279595.08,3056800369.994148,ethereum
2025-06-22,4142.156279295528,4788760217236.863,3329676427.305144,ethereum
2025-06-23,4236.477715594565,3523743863000.3193,4697069484.115639,ethereum
2025-06-24,4152.213205170228,4536702318826.954,5146755693.548985,ethereum
2025-06-25,4188.187145017705,3664516234051.0723,5412405683.316499,ethereum
2025-06-26,4371.804992835018,4998157084559.587,4704994222.27224,ethereum
2025-06-27,4353.315155508436,4908908767693.925,2724708962.1416535,ethereum
2025-06-28,4516.630484782123,4590330611724.699,4290165765.563477,ethereum
2025-06-29,4675.283191628734,5068461040654.556,3237933121.0326457,ethereum
2025-06-30,4327.567133949979,4006202194506.9614,2469616612.5934153,ethereum
2025-07-01,4172.363137117236,4124243938853.8906,4931660633.588875,ethereum
2025-07-02,3912.5405947133304,4415907562333.282,1561390665.6417649,ethereum
2025-07-03,4226.598209775993,4157730351894.6846,5187400366.968779,ethereum
2025-07-04,4209.625556482819,3970179133897.935,3338205351.4238834,ethereum
2025-07-05,4510.332448259538,4499890933474.344,4076246202.5947776,ethereum
2025-07-06,4216.628208453673,4770270231345.916,4169286473.2642875,ethereum
2025-07-07,4120.865474260849,3849231287050.689,5159494510.967453,ethereum
2025-07-08,4253.639470023697,3698559244393.5176,4074012665.1022706,ethereum
2025-07-09,4284.992979252191,4648384414700.361,3978521055.9922595,ethereum
2025-07-10,4377.1820138332705,4947928401660.203,1679938570.354898,ethereum
2025-07-11,4158.5315762458,3494226913874.1895,3577313692.1698575,ethereum
2025-07-12,4388.3825145379515,3931769756473.759,2030709803.4315753,ethereum
2025-07-13,4525.653944966292,3877529594187.6567,4497221828.6302395,ethereum
2025-07-14,4599.263797888349,4319520773541.0903,3551332067.413233,ethereum
2025-07-15,4474.051548838342,4385198636947.7236,4256956672.6750836,ethereum
2025-07-16,4532.894297645287,4984055691215.262,1575026182.5300138,ethereum
2025-07-17,4480.9491459608025,4751863002516.632,1756126467.3923736,ethereum
2025-07-18,4186.0146486686135,4388498150631.5024,4408558229.863265,ethereum
2025-07-19,4178.409019760996,3931673877909.4287,1702754211.194428,ethereum
2025-07-20,4153.049353180798,4720268768974.329,1699278256.614086,ethereum
2025-07-21,4330.368199187641,4280633344304.607,1450855595.9865272,ethereum
2025-07-22,3944.1987044586226,4700072734786.263,5417305872.857817,ethereum
2025-07-23,3982.0945386098188,4195761209131.778,4497535109.727829,ethereum
2025-07-24,3798.8277089833887,3230925366755.855,2883655915.708669,ethereum
2025-07-25,3848.094453632654,4119273613423.4546,2645449441.408152,ethereum
2025-07-26,3906.474672762275,3633183979128.719,2868753564.9325676,ethereum
2025-07-27,3893.6856908039967,4183885506621.7085,4653544830.960964,ethereum
2025-07-28,4020.1982554766123,3328147093322.047,4177756566.49574,ethereum
2025-07-29,3820.673233626724,3323804517331.9243,2177821385.0433655,ethereum
2025-07-30,3990.7268832627387,4558586980260.1455,2131259208.4031544,ethereum
2025-07-31,3878.495053967745,3455241958485.5107,1813261728.7962687,ethereum
2025-08-01,3637.888944162533,4128336217462.289,4173271422.74562,ethereum
2025-08-02,3598.978670370738,3281226410493.3887,4610365181.331291,ethereum
2025-08-03,3298.08137669713,3486575843349.745,2513194998.965017,ethereum
2025-08-04,3332.2724401908617,3591057482332.4854,1487968836.329834,ethereum
2025-08-05,3298.3831704822055,3315079260402.305,1745121003.400995,ethereum
2025-08-06,3461.809734280731,3192218776452.017,5465012146.349128,ethereum
2025-08-07,3552.360182177329,3144043911975.708,2640868065.405165,ethereum
2025-08-08,3355.2757597352293,2728764382526.0103,4630737220.920161,ethereum
2025-08-09,3243.4259658386536,2989071832673.874,4023586989.1879077,ethereum
2025-08-10,3311.624111073781,3514511147090.8765,3004146486.5421624,ethereum
2025-08-11,3424.494726834034,4024883742643.145,2263886501.2213316,ethereum
2025-08-12,3592.6375432425966,4126078806921.865,1909822956.269507,ethereum
2025-08-13,3767.8877369514344,4168888620448.2705,3983054465.76324,ethereum
2025-08-14,3755.1488686855064,4188413954562.6924,4653461878.67871,ethereum
2025-08-15,3810.3729324439996,4061834536630.727,4104397864.872749,ethereum
2025-08-16,4009.0821287004987,3624670258561.789,3627268959.6464653,ethereum
2025-08-17,3961.244403756997,4606444018405.447,1576195138.4128723,ethereum
2025-08-18,4022.2041819568108,4296892269533.9307,5467652865.896412,ethereum
2025-08-19,3970.41737323205,4066407185749.589,4754599604.949213,ethereum
2025-08-20,3883.7116980897777,3279389798451.491,2629852554.144052,ethereum
2025-08-21,3892.004994425397,3809580959252.3853,5515875383.307173,ethereum
2025-08-22,3785.7464935643557,3725717079245.901,3927902676.472553,ethereum
2025-08-23,3766.6790554684826,4315956700418.4956,3846175164.4704356,ethereum
2025-08-24,3611.49867881604,3678886673046.967,4541907353.604034,ethereum
2025-08-25,3584.7743994201383,3413279579325.9067,4809433109.978578,ethereum
2025-08-26,3649.786476120127,4345874232443.262,4157210150.7923107,ethereum
2025-08-27,3564.561985732142,3009517755789.191,1938002134.73804,ethereum
2025-08-28,3204.345920861786,3105073269740.604,2820723525.176893,ethereum
2025-08-29,3222.8468649048627,2632453128973.814,5297951289.369409,ethereum
2025-08-30,3281.829460572502,3596759225070.764,2343385569.7441783,ethereum
2025-08-31,3264.9503761232545,3810950054663.6265,2963101500.1175556,ethereum
2025-09-01,3407.4153550505143,3107613682719.4834,3214722908.3656235,ethereum
